Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	RNA-seqG
Chr16:33451-68541	16	33451	68541	+	null					Not found	0	0.96042943
Chr16:447442-460833	16	447442	460833	+	null					Not found	0	0.09511544
Chr16:524131-537167	16	524131	537167	+	null					Not found	0	0.036680117
Chr16:539467-541595	16	539467	541595	+	null					Not found	0	0.33890554
Chr16:691109-694057	16	691109	694057	+	null					Not found	0	1.0769756
Chr16:711055-712866	16	711055	712866	+	null					Not found	0	1.266985
Chr16:716644-755912	16	716644	755912	+	null					Not found	0	1.207729
Chr16:757444-762092	16	757444	762092	-	null					Not found	0	12.378767
Chr16:884859-930527	16	884859	930527	+	null					Not found	0	0.5416642
Chr16:1749296-1954616	16	1749296	1954616	-	null					Not found	0	1.1762115
Chr16:1892920-1894762	16	1892920	1894762	+	null					Not found	0	2.0080032
Chr16:1979166-1985896	16	1979166	1985896	-	null					Not found	0	2.3507466
Chr16:1996545-2048433	16	1996545	2048433	+	null					Not found	0	1.9165196
Chr16:2112413-2227269	16	2112413	2227269	+	null					Not found	0	0.8358355
Chr16:2278872-2327060	16	2278872	2327060	-	null					Not found	0	0.89165694
Chr16:2338248-2355773	16	2338248	2355773	-	null					Not found	0	10.622355
Chr16:2357151-2358283	16	2357151	2358283	+	null					Not found	0	1.7797662
Chr16:2358430-2367209	16	2358430	2367209	+	null					Not found	0	3.0160344
Chr16:2554840-2559166	16	2554840	2559166	+	null					Not found	0	1.13987
Chr16:2559471-2602038	16	2559471	2602038	+	null					Not found	0	3.050463
Chr16:2707267-2724207	16	2707267	2724207	-	null					Not found	0	0.11940398
Chr16:2724693-2737133	16	2724693	2737133	-	null					Not found	0	0.9274279
Chr16:2958296-3026735	16	2958296	3026735	-	null					Not found	0	0.33046618
Chr16:3048623-3051946	16	3048623	3051946	+	null					Not found	0	2.110831
Chr16:3051409-3108165	16	3051409	3108165	-	null					Not found	0	1.9078243
Chr16:3107174-3139132	16	3107174	3139132	+	null					Not found	0	1.2320542
Chr16:3258526-3294591	16	3258526	3294591	-	null					Not found	0	0.61554563
Chr16:3537691-3679152	16	3537691	3679152	-	null					Not found	0	0.23970953
Chr16:3817356-3821260	16	3817356	3821260	-	null					Not found	0	7.0462146
Chr16:3867224-3883956	16	3867224	3883956	+	null					Not found	0	0.56612617
Chr16:3986188-4100241	16	3986188	4100241	-	null					Not found	0	0.2318251
Chr16:4222179-4446045	16	4222179	4446045	-	null					Not found	0	0.5816859
Chr16:4469172-4488308	16	4469172	4488308	-	null					Not found	0	0.7204555
Chr16:4871380-4932546	16	4871380	4932546	+	null					Not found	0	0.32828346
Chr16:5032886-5247467	16	5032886	5247467	+	null					Not found	0	0.1904688
Chr16:5355876-5604854	16	5355876	5604854	+	null					Not found	0	0.1270766
Chr16:5778691-5795830	16	5778691	5795830	+	null					Not found	0	0.36108962
Chr16:6035947-6044515	16	6035947	6044515	-	null					Not found	0	5.6264944
Chr16:6048097-6062552	16	6048097	6062552	-	null					Not found	0	1.9865324
Chr16:6107069-6108991	16	6107069	6108991	-	null					Not found	0	1.0387061
Chr16:6111038-6255330	16	6111038	6255330	+	null					Not found	0	0.70770293
Chr16:6398393-6404968	16	6398393	6404968	+	null					Not found	0	0.5466779
Chr16:6542470-6587605	16	6542470	6587605	-	null					Not found	0	0.8782751
Chr16:6610249-6635817	16	6610249	6635817	-	null					Not found	0	7.5555573
Chr16:6712447-6746644	16	6712447	6746644	-	null					Not found	0	0.3829303
Chr16:6779159-6899624	16	6779159	6899624	-	null					Not found	0	0.57439387
Chr16:6903205-6960626	16	6903205	6960626	-	null					Not found	0	0.49192953
Chr16:7001633-7004043	16	7001633	7004043	+	null					Not found	0	0.425642
Chr16:7035122-7076778	16	7035122	7076778	-	null					Not found	0	0.38806576
Chr16:7079930-7082086	16	7079930	7082086	+	null					Not found	0	12.907427
Chr16:7082129-7097403	16	7082129	7097403	-	null					Not found	0	2.0674407
Chr16:7097604-7103582	16	7097604	7103582	+	null					Not found	0	6.3318453
Chr16:7103995-7202899	16	7103995	7202899	-	null					Not found	0	2.063103
Chr16:7206639-7210454	16	7206639	7210454	+	null					Not found	0	0.6454232
Chr16:7212582-7220527	16	7212582	7220527	-	null					Not found	0	0.97621137
Chr16:7254374-7290642	16	7254374	7290642	+	null					Not found	0	13.458216
Chr16:7290833-7291843	16	7290833	7291843	-	null					Not found	0	0.5085751
Chr16:7323641-7336801	16	7323641	7336801	+	null					Not found	0	1.0236368
Chr16:7336957-7345507	16	7336957	7345507	-	null					Not found	0	16.840286
Chr16:7435586-7471800	16	7435586	7471800	-	null					Not found	0	1.5407709
Chr16:7473372-7538336	16	7473372	7538336	+	null					Not found	0	0.715828
Chr16:7572792-7588844	16	7572792	7588844	+	null					Not found	0	0.990278
Chr16:7588981-7602884	16	7588981	7602884	-	null					Not found	0	1.6090088
Chr16:7720060-7758316	16	7720060	7758316	+	null					Not found	0	0.4042472
Chr16:7758237-7791197	16	7758237	7791197	-	null					Not found	0	0.4238138
Chr16:7815626-7952121	16	7815626	7952121	+	null					Not found	0	1.0813848
Chr16:8202060-8207442	16	8202060	8207442	+	null					Not found	0	4.4040136
Chr16:8207675-8235544	16	8207675	8235544	-	null					Not found	0	0.57244575
Chr16:8302949-8323321	16	8302949	8323321	-	null					Not found	0	5.913639
Chr16:8323455-8350091	16	8323455	8350091	+	null					Not found	0	1.416891
Chr16:8350198-8457990	16	8350198	8457990	-	null					Not found	0	0.6932553
Chr16:8497581-8523541	16	8497581	8523541	-	null					Not found	0	1.4709014
Chr16:8734089-8802765	16	8734089	8802765	-	null					Not found	0	0.73299557
Chr16:9620859-9709364	16	9620859	9709364	+	null					Not found	0	3.5864742
Chr16:9633242-9640447	16	9633242	9640447	-	null					Not found	0	1.3190019
Chr16:10250549-10262380	16	10250549	10262380	-	null					Not found	0	0.5862067
Chr16:10518539-10520143	16	10518539	10520143	+	null					Not found	0	2.162065
Chr16:10521274-10534602	16	10521274	10534602	+	null					Not found	0	1.8447856
Chr16:10570509-10661659	16	10570509	10661659	+	null					Not found	0	0.18001981
Chr16:10661834-10695554	16	10661834	10695554	-	null					Not found	0	6.0848565
Chr16:10756100-10852140	16	10756100	10852140	+	null					Not found	0	1.0319315
Chr16:11029521-11108820	16	11029521	11108820	-	null					Not found	0	1.022554
Chr16:11170837-11173402	16	11170837	11173402	-	null					Not found	0	1.1148591
Chr16:11298752-11381837	16	11298752	11381837	-	null					Not found	0	0.18814774
Chr16:11599763-11688339	16	11599763	11688339	-	null					Not found	0	0.21563658
Chr16:11794366-11931679	16	11794366	11931679	-	null					Not found	0	0.11661818
Chr16:11932020-11934412	16	11932020	11934412	-	null					Not found	0	5.328272
Chr16:14090549-14210454	16	14090549	14210454	+	null					Not found	0	2.091377
Chr16:14328274-14347945	16	14328274	14347945	+	null					Not found	0	0.50639325
Chr16:14369565-14382620	16	14369565	14382620	+	null					Not found	0	13.753826
Chr16:15757409-15798953	16	15757409	15798953	+	null					Not found	0	1.3826206
Chr16:16343096-16344428	16	16343096	16344428	+	null					Not found	0	1.3016183
Chr16:16344801-16345802	16	16344801	16345802	+	null					Not found	0	1.2226744
Chr16:16382609-16383929	16	16382609	16383929	+	null					Not found	0	1.2733983
Chr16:16420486-16421745	16	16420486	16421745	+	null					Not found	0	1.1100202
Chr16:16441811-16443333	16	16441811	16443333	+	null					Not found	0	1.1017251
Chr16:16448484-16449487	16	16448484	16449487	+	null					Not found	0	1.2328837
Chr16:16465735-16466767	16	16465735	16466767	+	null					Not found	0	1.1122425
Chr16:16466917-16470224	16	16466917	16470224	+	null					Not found	0	1.082268
Chr16:16470770-16473132	16	16470770	16473132	+	null					Not found	0	1.4524028
Chr16:16695612-16697055	16	16695612	16697055	+	null					Not found	0	1.0198634
Chr16:16700242-16701531	16	16700242	16701531	+	null					Not found	0	1.0563215
Chr16:16702725-16704064	16	16702725	16704064	+	null					Not found	0	1.0595407
Chr16:16707743-16709003	16	16707743	16709003	+	null					Not found	0	1.0520889
Chr16:16710217-16713718	16	16710217	16713718	+	null					Not found	0	1.1201948
Chr16:16716005-16717500	16	16716005	16717500	+	null					Not found	0	1.161212
Chr16:16721478-16722732	16	16721478	16722732	+	null					Not found	0	1.1363605
Chr16:16724729-16726547	16	16724729	16726547	+	null					Not found	0	1.2632726
Chr16:16729518-16731538	16	16729518	16731538	+	null					Not found	0	1.0857064
Chr16:16731879-16737114	16	16731879	16737114	+	null					Not found	0	1.1848525
Chr16:16737307-16738472	16	16737307	16738472	+	null					Not found	0	1.0996995
Chr16:16742484-16743546	16	16742484	16743546	+	null					Not found	0	1.2659712
Chr16:16743662-16744943	16	16743662	16744943	+	null					Not found	0	1.3418454
Chr16:16746673-16747691	16	16746673	16747691	+	null					Not found	0	1.2791058
Chr16:16748006-16749465	16	16748006	16749465	+	null					Not found	0	1.269554
Chr16:16751486-16752676	16	16751486	16752676	+	null					Not found	0	1.2631583
Chr16:16769430-16771217	16	16769430	16771217	+	null					Not found	0	1.1455334
Chr16:16771347-16773773	16	16771347	16773773	+	null					Not found	0	1.1830689
Chr16:16796298-16797764	16	16796298	16797764	+	null					Not found	0	1.1870518
Chr16:16799481-16800654	16	16799481	16800654	+	null					Not found	0	1.1985427
Chr16:16801956-16803478	16	16801956	16803478	+	null					Not found	0	1.1934197
Chr16:16809634-16811293	16	16809634	16811293	+	null					Not found	0	1.3702517
Chr16:16811424-16812775	16	16811424	16812775	+	null					Not found	0	1.2723712
Chr16:16814208-16815391	16	16814208	16815391	+	null					Not found	0	1.1973553
Chr16:16818066-16820207	16	16818066	16820207	+	null					Not found	0	1.3602365
Chr16:16821746-16823122	16	16821746	16823122	+	null					Not found	0	1.3337847
Chr16:16823740-16825109	16	16823740	16825109	+	null					Not found	0	1.1614412
Chr16:16842349-16843731	16	16842349	16843731	+	null					Not found	0	1.1551137
Chr16:16844859-16845866	16	16844859	16845866	+	null					Not found	0	1.2531809
Chr16:16847072-16848542	16	16847072	16848542	+	null					Not found	0	1.0500504
Chr16:16854725-16855900	16	16854725	16855900	+	null					Not found	0	1.1551214
Chr16:16859570-16860939	16	16859570	16860939	+	null					Not found	0	1.1861527
Chr16:16861630-16864129	16	16861630	16864129	+	null					Not found	0	1.1485232
Chr16:16880595-16881984	16	16880595	16881984	+	null					Not found	0	1.0762287
Chr16:16885885-16887423	16	16885885	16887423	+	null					Not found	0	1.1878868
Chr16:16890735-16891734	16	16890735	16891734	+	null					Not found	0	1.4134369
Chr16:16893154-16895906	16	16893154	16895906	+	null					Not found	0	1.2258983
Chr16:16907786-16908897	16	16907786	16908897	+	null					Not found	0	1.2311174
Chr16:16912647-16915006	16	16912647	16915006	+	null					Not found	0	1.2937616
Chr16:16915144-16918612	16	16915144	16918612	+	null					Not found	0	1.5132909
Chr16:16918882-16921000	16	16918882	16921000	+	null					Not found	0	1.1722955
Chr16:16923011-16924621	16	16923011	16924621	+	null					Not found	0	1.2477512
Chr16:16926461-16932002	16	16926461	16932002	+	null					Not found	0	2.2155726
Chr16:16932558-16934730	16	16932558	16934730	-	null					Not found	0	1.4352835
Chr16:17493969-17513775	16	17493969	17513775	-	null					Not found	0	1.1663377
Chr16:17538722-17596876	16	17538722	17596876	-	null					Not found	0	0.6966848
Chr16:18823149-18860001	16	18823149	18860001	+	null					Not found	0	3.84039
Chr16:18870692-18871701	16	18870692	18871701	+	null					Not found	0	9.900846
Chr16:18875223-18894415	16	18875223	18894415	+	null					Not found	0	2.6090472
Chr16:18908910-18943892	16	18908910	18943892	+	null					Not found	0	0.85530895
Chr16:18959356-18975461	16	18959356	18975461	+	null					Not found	0	2.5339582
Chr16:18975730-18979659	16	18975730	18979659	-	null					Not found	0	11.975696
Chr16:18990054-18991144	16	18990054	18991144	+	null					Not found	0	1.5437901
Chr16:18991460-18992927	16	18991460	18992927	+	null					Not found	0	1.6114458
Chr16:18994381-18996730	16	18994381	18996730	+	null					Not found	0	1.8683153
Chr16:18996883-18999949	16	18996883	18999949	+	null					Not found	0	1.8061583
Chr16:19001179-19050232	16	19001179	19050232	-	null					Not found	0	0.43134576
Chr16:19049942-19052017	16	19049942	19052017	+	null					Not found	0	3.2564428
Chr16:19052299-19065579	16	19052299	19065579	-	null					Not found	0	4.4370503
Chr16:19068873-19081476	16	19068873	19081476	-	null					Not found	0	4.0042057
Chr16:19081476-19097336	16	19081476	19097336	+	null					Not found	0	0.7206493
Chr16:19118679-19121553	16	19118679	19121553	-	null					Not found	0	0.14277883
Chr16:19127764-19202957	16	19127764	19202957	-	null					Not found	0	1.0089427
Chr16:19222652-19225000	16	19222652	19225000	+	null					Not found	0	1.4844793
Chr16:19288246-19303870	16	19288246	19303870	+	null					Not found	0	4.826066
Chr16:19304567-19308834	16	19304567	19308834	+	null					Not found	0	9.446795
Chr16:19355053-19376778	16	19355053	19376778	+	null					Not found	0	1.4210365
Chr16:19384599-19399887	16	19384599	19399887	+	null					Not found	0	3.382516
Chr16:19541610-19544416	16	19541610	19544416	+	null					Not found	0	0.6497777
Chr16:19560794-19576676	16	19560794	19576676	-	null					Not found	0	0.7002011
Chr16:19580949-19587101	16	19580949	19587101	+	null					Not found	0	1.0409395
Chr16:19632972-19643249	16	19632972	19643249	+	null					Not found	0	1.402175
Chr16:19654843-19669157	16	19654843	19669157	+	null					Not found	0	0.5902118
Chr16:19669446-19755413	16	19669446	19755413	-	null					Not found	0	1.029017
Chr16:19761080-19762108	16	19761080	19762108	+	null					Not found	0	1.5031487
Chr16:19763141-19765774	16	19763141	19765774	-	null					Not found	0	4.5322857
Chr16:19767353-19769028	16	19767353	19769028	-	null					Not found	0	8.1392355
Chr16:19769974-19777867	16	19769974	19777867	+	null					Not found	0	2.5099452
Chr16:19792850-19798878	16	19792850	19798878	-	null					Not found	0	4.3094087
Chr16:19866028-19872756	16	19866028	19872756	+	null					Not found	0	9.34415
Chr16:19877996-19885492	16	19877996	19885492	-	null					Not found	0	6.208346
Chr16:19885699-19894592	16	19885699	19894592	+	null					Not found	0	8.8181715
Chr16:19896915-19901907	16	19896915	19901907	-	null					Not found	0	1.4166898
Chr16:19973659-19978474	16	19973659	19978474	-	null					Not found	0	2.3448262
Chr16:19999181-20016389	16	19999181	20016389	-	null					Not found	0	2.7534423
Chr16:20021930-20025915	16	20021930	20025915	-	null					Not found	0	5.9390244
Chr16:20039966-20052264	16	20039966	20052264	-	null					Not found	0	1.7312413
Chr16:20054088-20085392	16	20054088	20085392	+	null					Not found	0	7.15683
Chr16:20089769-20103954	16	20089769	20103954	+	null					Not found	0	2.5823336
Chr16:20136272-20153291	16	20136272	20153291	+	null					Not found	0	3.9656782
Chr16:20267854-20278823	16	20267854	20278823	+	null					Not found	0	5.4412217
Chr16:20293279-20295437	16	20293279	20295437	-	null					Not found	0	39.50573
Chr16:20317900-20323008	16	20317900	20323008	-	null					Not found	0	4.7917857
Chr16:20327333-20349152	16	20327333	20349152	-	null					Not found	0	0.68384475
Chr16:20352766-20356492	16	20352766	20356492	-	null					Not found	0	0.9605963
Chr16:20387363-20414761	16	20387363	20414761	-	null					Not found	0	2.8207679
Chr16:20416435-20424980	16	20416435	20424980	-	null					Not found	0	13.2036
Chr16:20426550-20430657	16	20426550	20430657	-	null					Not found	0	1.4210888
Chr16:20432786-20435113	16	20432786	20435113	-	null					Not found	0	6.101458
Chr16:20435110-20439266	16	20435110	20439266	+	null					Not found	0	37.255928
Chr16:20485001-20486713	16	20485001	20486713	+	null					Not found	0	75.05043
Chr16:20506400-20511687	16	20506400	20511687	+	null					Not found	0	2.0222914
Chr16:20521951-20531345	16	20521951	20531345	-	null					Not found	0	1.8880028
Chr16:20531477-20536223	16	20531477	20536223	-	null					Not found	0	6.3852124
Chr16:20555384-20558021	16	20555384	20558021	-	null					Not found	0	2.7752445
Chr16:20578156-20589276	16	20578156	20589276	-	null					Not found	0	2.9165535
Chr16:20589521-20592396	16	20589521	20592396	+	null					Not found	0	5.5164094
Chr16:20594165-20641437	16	20594165	20641437	+	null					Not found	0	0.42526153
Chr16:20645964-20652909	16	20645964	20652909	+	null					Not found	0	14.463887
Chr16:20652915-20666580	16	20652915	20666580	-	null					Not found	0	1.3770689
Chr16:20668955-20671126	16	20668955	20671126	-	null					Not found	0	34.956573
Chr16:20672389-20674834	16	20672389	20674834	-	null					Not found	0	4.104684
Chr16:20675230-20686206	16	20675230	20686206	+	null					Not found	0	0.89170647
Chr16:20691999-20697975	16	20691999	20697975	-	null					Not found	0	9.982755
Chr16:20704838-20729224	16	20704838	20729224	-	null					Not found	0	1.1761782
Chr16:20740808-20798130	16	20740808	20798130	-	null					Not found	0	1.5921379
Chr16:20825035-20845634	16	20825035	20845634	-	null					Not found	0	3.6596231
Chr16:20845586-20860818	16	20845586	20860818	+	null					Not found	0	4.0372424
Chr16:20863141-20873441	16	20863141	20873441	+	null					Not found	0	3.3198287
Chr16:20873671-20881862	16	20873671	20881862	-	null					Not found	0	3.8273625
